sku,nome,categoria,marca,custo,preco,imposto,descricao,updated_at,pesquisa_1,pesquisa_2,pesquisa_3
518-K,Par Guia Suporte Garra Parachoque Dianteiro Honda Crv 2007 2,,,,,,"PRODUTO DISPONÍVEL EM PRONTA ENTREGA E ENVIO IMEDIATO. VOCÊ ESTA PROTEGIDO PELA GARANTIA DE FABRICAÇÃO E DEVOLUÇÃO SEM CUSTOS. Par Guia do Suporte da Esquina do Parachoque para CR-V 2007/2011 - Veículos Compatíveis: CR-V 2007 2008 2009 2010 2011 QUALQUER COMPRA EFETUADA ATÉ AS 12:30 SERÁ ENVIADA NO MESMO DIA! APROVEITE E COMPRE AGORA, NOSSO ESTOQUE PODE ACABAR A QUALQUER MOMENTO! QUEM SOMOS? Nossa empresa está mercado a mais de 5 anos no mercado livre e é certificada como um dos melhores vendedores do site, agilidade experiência e qualidade no serviço resumem nosso trabalho. ATENÇÃO AO CLIENTE: Prezamos pela agilidade e presteza no atendimento ao cliente, por isso, nossa taxa de respostas no site é uma das melhores respondemos as suas dúvidas dentro de 07/15 minutos, a partir das 09 ás 19hrs de segunda a sexta, e aos sábados e domingos das 10 ás 14hrs. Podendo ficar a vontade para tirar suas dúvidas em qualquer horário. Fique a vontade para tirar qualquer dúvida, nossa equipe está á disposição e responderá o mais breve possível. GRUPO TRENDMINAS™ - Aqui você pode confiar. Garantia do vendedor: 90 dias",01/06/2026 08:44,Par Guia Parachoque Dianteiro Crv 2007 2008 2009 2010 2011,Par Guia Suporte Garra Parachoque Dianteiro Crv 2007/2011,Par Guia Suporte Garra Parachoque Dianteiro Honda Crv 2007 2008 2009 2010 2011 Novo ( Lado Esquerdo E Direito)
458-1,Grade Dianteira Gptrend Para Honda City 2015-2017 Preto Cromado,,,,,,"PRODUTO DISPONÍVEL EM PRONTA ENTREGA E ENVIO IMEDIATO. VOCÊ ESTA PROTEGIDO PELA GARANTIA DE FABRICAÇÃO E DEVOLUÇÃO SEM CUSTOS. Código do produto: 94797 A grade é um item indispensável para manter o design e originalidade de seu veículo. Possui material resistente, composto em plástico da mais alta qualidade, textura lisa e acabamento impecável com padrão de fabricação igual aos originais, mantendo um alinhamento perfeito em seu veículo. Compatível com: Honda - City 2015 - City 2016 Especificações Técnicas: - Textura lisa - Posição central - Material em plástico resistente - Acabamento cromado QUALQUER COMPRA EFETUADA ATÉ AS 12:30 SERÁ ENVIADA NO MESMO DIA! APROVEITE E COMPRE AGORA, NOSSO ESTOQUE PODE ACABAR A QUALQUER MOMENTO! QUEM SOMOS? Nossa empresa está mercado a mais de 5 anos no mercado livre e é certificada como um dos melhores vendedores do site, agilidade experiência e qualidade no serviço resumem nosso trabalho. ATENÇÃO AO CLIENTE: Prezamos pela agilidade e presteza no atendimento ao cliente, por isso, nossa taxa de respostas no site é uma das melhores respondemos as suas dúvidas dentro de 07/15 minutos, a partir das 09 ás 19hrs de segunda a sexta, e aos sábados e domingos das 10 ás 14hrs. Podendo ficar a vontade para tirar suas dúvidas em qualquer horário. Fique a vontade para tirar qualquer dúvida, nossa equipe está á disposição e responderá o mais breve possível. GRUPO TRENDMINAS™ - Aqui você pode confiar.",01/06/2026 08:44,Grade Honda City Preta 2016 2017 2018 Nova,Grade Dianteira Gptrend Para Honda City 2015-2017,Grade Dianteira Preta Honda City 2015 2016 2017 Preto Fosco
520-3,Comando Vidro Elétrico Mercedes C200 2013 Até 2020 S/reb.,,,,,,"PRODUTO DISPONÍVEL EM PRONTA ENTREGA E ENVIO IMEDIATO. VOCÊ ESTA PROTEGIDO PELA GARANTIA DE FABRICAÇÃO E DEVOLUÇÃO SEM CUSTOS. Comando / Interruptor do vidro elétrico lado motorista Mercedes-Benz na cor Marrom/Prata Produto desse anuncio: Botão Vidro Elétrico Comando C180 C200 C250 C300 C450 C63 A2059056811 Conector de 3 pinos. Compatibilidade / aplicação: * Mercedes Benz : * C180 - 2013 até 2019 * C200 - 2013 até 2019 * C250 - 2013 até 2019 * C300 - 2013 até 2019 * C450 - 2013 até 2016 * C63 - 2013 até 2019 ATENÇÃO: Por favor, verificar a quantidade de pinos antes da compra. Evite adquirir um produto incompatível com seu veículo. QUALQUER COMPRA EFETUADA ATÉ AS 12:30 SERÁ ENVIADA NO MESMO DIA! APROVEITE E COMPRE AGORA, NOSSO ESTOQUE PODE ACABAR A QUALQUER MOMENTO! QUEM SOMOS? Nossa empresa está mercado a mais de 5 anos no mercado livre e é certificada como um dos melhores vendedores do site, agilidade experiência e qualidade no serviço resumem nosso trabalho. ATENÇÃO AO CLIENTE: Prezamos pela agilidade e presteza no atendimento ao cliente, por isso, nossa taxa de respostas no site é uma das melhores respondemos as suas dúvidas dentro de 07/15 minutos, a partir das 09 ás 19hrs de segunda a sexta, e aos sábados e domingos das 10 ás 14hrs. Podendo ficar a vontade para tirar suas dúvidas em qualquer horário. Fique a vontade para tirar qualquer dúvida, nossa equipe está á disposição e responderá o mais breve possível. GRUPO TRENDMINAS™ - Aqui você pode confiar.",01/06/2026 08:44,Comando Botão Vidro Elétrico Mercedes C180 C200 2015/18 Bege,Comando Vidro Elétrico Mercedes C200 2013 Até 2020 S/reb.,Comando De Vidro Elétrico Mercedes Glc250 Glc300 Glc43 Bege
458-K,Grade Frontal City Ano 2015 2016 2017 Friso Cromado Preto Preto Cromado,,,,,,"DESCRIÇÃO DO PRODUTO Grade Frontal com Friso Cromado aplicável à linha Honda City. Trata-se de um componente de reposição com especificações equivalentes ao padrão original de fábrica, projetado para restabelecer a integridade estrutural e visual da porção frontal do veículo. APLICAÇÃO Honda City – Anos-modelo: 2015, 2016 e 2017. Aplicável a todas as versões correspondentes a este período de fabricação. ESPECIFICAÇÕES TÉCNICAS Material da Estrutura: Plástico ABS de alta resistência térmica e mecânica. Cor da Grade: Preto. Acabamento do Friso: Cromado de alto brilho, com tratamento anticorrosivo. Padrão de Encaixe: Sob medida. Exige os mesmos pontos de fixação da peça genuína, dispensando adaptações ou perfurações adicionais. Nota: O emblema da montadora não acompanha o produto. DADOS DIMENSIONAIS APROXIMADOS (Com embalagem) CONTEÚDO DA EMBALAGEM 01 (uma) Grade Frontal. 01 (um) Friso Cromado. DIRETRIZES DE GARANTIA E INSTALAÇÃO Produto assegurado por garantia legal de 90 (noventa) dias contra vícios e defeitos de fabricação. A instalação deste componente deve ser executada estritamente por um profissional qualificado em funilaria ou estética automotiva. Fica expressamente anulada a garantia em casos de avarias resultantes de imperícia durante a montagem, manuseio incorreto, uso de ferramentas inadequadas ou exposição a produtos químicos abrasivos. Para validação de compatibilidade ou esclarecimentos de natureza técnica, utilize a seção de perguntas ao vendedor.",01/06/2026 08:44,Grade Honda City 2015 2016 Completa Com Emblema,Grade Honda City Preta Com Friso Cromado 2015 2016 2017,Grade Frontal City Ano 2015 2016 2017 Friso Cromado
514,Lanterna Brake Light Vermelha Tampa Traseiro Hilux 15/24,,,,,,"PRODUTO DISPONÍVEL EM PRONTA ENTREGA E ENVIO IMEDIATO. VOCÊ ESTA PROTEGIDO PELA GARANTIA DE FABRICAÇÃO E DEVOLUÇÃO SEM CUSTOS. Aplicação: Toyota Hilux 2015 a 2022 Características: Lente de Acrílico, Não resseca e não Desbota. Carcaça de Plástico ABS. Soquete Padrão Original, não precisa fazer adaptação. Lanterna 100% Vedada, não entra agua nem poeira. Nossa Lanterna Acompanha o Anel de Vedação entre a lanterna e a tampa Traseira. QUALQUER COMPRA EFETUADA ATÉ AS 12:30 SERÁ ENVIADA NO MESMO DIA! APROVEITE E COMPRE AGORA, NOSSO ESTOQUE PODE ACABAR A QUALQUER MOMENTO! QUEM SOMOS? Nossa empresa está mais de 5 anos no mercado e é certificada como um dos melhores vendedores do site, agilidade experiência e qualidade no serviço resumem nosso trabalho. ATENÇÃO AO CLIENTE: Prezamos pela agilidade e presteza no atendimento ao cliente, por isso, nossa taxa de respostas no site é uma das melhores respondemos as suas dúvidas dentro de 07/15 minutos, a partir das 09 ás 19hrs de segunda a sexta, e aos sábados e domingos das 10 ás 14hrs. Podendo ficar a vontade para tirar suas dúvidas em qualquer horário. Fique a vontade para tirar qualquer dúvida, nossa equipe está á disposição e responderá o mais breve possível. GRUPO TRENDMINAS™ - Aqui você pode confiar.",01/06/2026 08:44,Break Light Hilux 2016 2017 2018 2019 2020 Luz Tampa Traseir,Lanterna Break Light Hilux 2016 2017 2018 Tampa Traseira,Lanterna Brake Light Vermelha Tampa Traseiro Hilux 15-24
457-1,Grade Mercedes W205 C180 C200 C250 Gtr Amg Black Piano Preto Preto Brilhante,,,,,,"PRODUTO DISPONÍVEL EM PRONTA ENTREGA E ENVIO IMEDIATO. VOCÊ ESTA PROTEGIDO PELA GARANTIA DE FABRICAÇÃO E DEVOLUÇÃO SEM CUSTOS. DESCRIÇÃO: Grade continental Mercedes CROMADA c180 c200 c250 C300 C400 C450 C43 W205 Anos: 2014 2015 2016 2017 2018 2019 2020 2021 *NÃO* é compatível com a linha exclusive Não acompanha o logo Mercedes (estrela), Produto de excelente qualidade. QUALQUER COMPRA EFETUADA ATÉ AS 12:30 SERÁ ENVIADA NO MESMO DIA! APROVEITE E COMPRE AGORA, NOSSO ESTOQUE PODE ACABAR A QUALQUER MOMENTO! QUEM SOMOS? Nossa empresa está mercado a mais de 5 anos no mercado livre e é certificada como um dos melhores vendedores do site, agilidade experiência e qualidade no serviço resumem nosso trabalho. ATENÇÃO AO CLIENTE: Prezamos pela agilidade e presteza no atendimento ao cliente, por isso, nossa taxa de respostas no site é uma das melhores respondemos as suas dúvidas dentro de 07/15 minutos, a partir das 09 ás 19hrs de segunda a sexta, e aos sábados e domingos das 10 ás 14hrs. Podendo ficar a vontade para tirar suas dúvidas em qualquer horário. Fique a vontade para tirar qualquer dúvida, nossa equipe está á disposição e responderá o mais breve possível. GRUPO TRENDMINAS™ - Aqui você pode confiar.",01/06/2026 08:44,Grade Mercedes W205 C180 C200 C250 Gtr Amg Black Piano,Grade Amg Gt R Mercedes W205 C180 C200 C250 | 2015 - 2018,Acessorios Mercedes W205 C180 C200 C250 Gtr Amg Grade Black
519,Botão Vidro Elétrico Passageiro Voyager Ram Nitro Liberty,,,,,,"PRODUTO DISPONÍVEL EM PRONTA ENTREGA E ENVIO IMEDIATO. VOCÊ ESTA PROTEGIDO PELA GARANTIA DE FABRICAÇÃO E DEVOLUÇÃO SEM CUSTOS. Botão Vidro Elétrico Passageiro Aplicação: Chrysler Town & Country 3.3/ 3.6/ 3.8 - 2009 A 2012 Dodge Journey 2.4/ 3.5/ 3.6/ - 2009 A 2010 Jeep Liberty 3.7 - 2011 A 2012 Dodge Grand Caravan 3.3/ 3.8 - 2009 A 2012 Dodge Nitro 3.7/ 4.0 - 2007 A 2010 Ram C/V 3.7/ 4.7/ 5.7/ 6.7 - 2012 A 2014 Voyager 3.6 - 2020 A 2024 4602544AG 4602870AB 56046822AB 56046822AC 56046822AF 56046822AG 68029178AB 680308 68030822AB 68030822AC 68086692AC68086692AD 68086692AE 68086692AF 68110865AA 68212782AA 68228155AA 68268251AA 68268251AB 68268251AC 68298088AA QUALQUER COMPRA EFETUADA ATÉ AS 12:30 SERÁ ENVIADA NO MESMO DIA! APROVEITE E COMPRE AGORA, NOSSO ESTOQUE PODE ACABAR A QUALQUER MOMENTO! QUEM SOMOS? Nossa empresa está mercado a mais de 5 anos no mercado livre e é certificada como um dos melhores vendedores do site, agilidade experiência e qualidade no serviço resumem nosso trabalho. ATENÇÃO AO CLIENTE: Prezamos pela agilidade e presteza no atendimento ao cliente, por isso, nossa taxa de respostas no site é uma das melhores respondemos as suas dúvidas dentro de 07/15 minutos, a partir das 09 ás 19hrs de segunda a sexta, e aos sábados e domingos das 10 ás 14hrs. Podendo ficar a vontade para tirar suas dúvidas em qualquer horário. Fique a vontade para tirar qualquer dúvida, nossa equipe está á disposição e responderá o mais breve possível. GRUPO TRENDMINAS™ - Aqui você pode confiar. Garantia do vendedor: 90 dias",01/06/2026 08:44,Comando Botão Vidro Elétrico 09-16 Dodge Journey 2.7 3.6,Botão Vidro Elétrico Passageiro Town & Country Journey Ram,Botão Vidro Elétrico Passageiro Voyager Ram Nitro Liberty
520-1,Comando Botão Vidro Eletrico Mercedes C180 C200 C250 2015/16,,,,,,"PRODUTO DISPONÍVEL EM PRONTA ENTREGA E ENVIO IMEDIATO. VOCÊ ESTA PROTEGIDO PELA GARANTIA DE FABRICAÇÃO E DEVOLUÇÃO SEM CUSTOS. Comando / Interruptor do vidro elétrico lado motorista Mercedes-Benz na cor Bege Botão Vidro Elétrico Comando C180 C200 C250 C300 C450 C63 A2059056811 Conector de 3 pinos. Compatibilidade / aplicação: * Mercedes Benz : * C180 - 2013 até 2019 * C200 - 2013 até 2019 * C250 - 2013 até 2019 * C300 - 2013 até 2019 * C450 - 2013 até 2016 * C63 - 2013 até 2019 ATENÇÃO: Por favor, verificar a quantidade de pinos antes da compra. Evite adquirir um produto incompatível com seu veículo. QUALQUER COMPRA EFETUADA ATÉ AS 12:30 SERÁ ENVIADA NO MESMO DIA! APROVEITE E COMPRE AGORA, NOSSO ESTOQUE PODE ACABAR A QUALQUER MOMENTO! QUEM SOMOS? Nossa empresa está mercado a mais de 5 anos no mercado livre e é certificada como um dos melhores vendedores do site, agilidade experiência e qualidade no serviço resumem nosso trabalho. ATENÇÃO AO CLIENTE: Prezamos pela agilidade e presteza no atendimento ao cliente, por isso, nossa taxa de respostas no site é uma das melhores respondemos as suas dúvidas dentro de 07/15 minutos, a partir das 09 ás 19hrs de segunda a sexta, e aos sábados e domingos das 10 ás 14hrs. Podendo ficar a vontade para tirar suas dúvidas em qualquer horário. Fique a vontade para tirar qualquer dúvida, nossa equipe está á disposição e responderá o mais breve possível. GRUPO TRENDMINAS™ - Aqui você pode confiar.",01/06/2026 08:44,Botão Vidro Elétrico Comando C180 C200 C250 C300 Interruptor,Comando Botão Vidro Eletrico Mercedes C180 C200 C250 2015/16,Botão De Comando Vidro Elétrico C180 C200 2015 A 2019
460,Bomba Submersa Inox 12v/24v Transferência Óleo Diesel Água,,,,,,"PRODUTO DISPONÍVEL EM PRONTA ENTREGA E ENVIO IMEDIATO. VOCÊ ESTA PROTEGIDO PELA GARANTIA DE FABRICAÇÃO E DEVOLUÇÃO SEM CUSTOS. Aplicações: Abastecimento ou transferência de água/diesel/óleo em reservatórios, abastecimento de água para animais, utilização em barcos, sistemas de energia solar e etc. Tensão de funcionamento: 12 V Potência: 60 W Vazão (max): 30 litros /minuto Elevação máxima: 1 m Peso líquido: 0,350 kg Material: plástico/inox Tamanho: aprox. 172 x 50 x 50 mm Diâmetro da saída de água: 0,75"" QUALQUER COMPRA EFETUADA ATÉ AS 12:30 SERÁ ENVIADA NO MESMO DIA! APROVEITE E COMPRE AGORA, NOSSO ESTOQUE PODE ACABAR A QUALQUER MOMENTO! QUEM SOMOS? Nossa empresa está mercado a mais de 5 anos no mercado livre e é certificada como um dos melhores vendedores do site, agilidade experiência e qualidade no serviço resumem nosso trabalho. ATENÇÃO AO CLIENTE: Prezamos pela agilidade e presteza no atendimento ao cliente, por isso, nossa taxa de respostas no site é uma das melhores respondemos as suas dúvidas dentro de 07/15 minutos, a partir das 09 ás 19hrs de segunda a sexta, e aos sábados e domingos das 10 ás 14hrs. Podendo ficar a vontade para tirar suas dúvidas em qualquer horário. Fique a vontade para tirar qualquer dúvida, nossa equipe está á disposição e responderá o mais breve possível. GRUPO TRENDMINAS™ - Aqui você pode confiar.",01/06/2026 08:44,Bomba Submersa 12v Transferência Óleo Diesel Água,Bomba Submersa 12v 30lt Min Abastecimento Água/óleo Diesel,
454,,,,,,,"PRODUTO DISPONÍVEL EM PRONTA ENTREGA E ENVIO IMEDIATO. VOCÊ ESTA PROTEGIDO PELA GARANTIA DE FABRICAÇÃO E DEVOLUÇÃO SEM CUSTOS. Botão Interruptor Freio Mão Material: Plástico ABS Números de pinos: 08 Aplicação: HONDA CIVIC 2016 2017 2018 Referências: 35355-TBA-A01 35355TBAA01 ATENÇÃO: Por favor, verificar a quantidade de pinos antes da compra. Evite adquirir um produto incompatível com seu veículo. QUALQUER COMPRA EFETUADA ATÉ AS 12:30 SERÁ ENVIADA NO MESMO DIA! APROVEITE E COMPRE AGORA, NOSSO ESTOQUE PODE ACABAR A QUALQUER MOMENTO! QUEM SOMOS? Nossa empresa está mercado a mais de 5 anos no mercado livre e é certificada como um dos melhores vendedores do site, agilidade experiência e qualidade no serviço resumem nosso trabalho. ATENÇÃO AO CLIENTE: Prezamos pela agilidade e presteza no atendimento ao cliente, por isso, nossa taxa de respostas no site é uma das melhores respondemos as suas dúvidas dentro de 07/15 minutos, a partir das 09 ás 19hrs de segunda a sexta, e aos sábados e domingos das 10 ás 14hrs. Podendo ficar a vontade para tirar suas dúvidas em qualquer horário. Fique a vontade para tirar qualquer dúvida, nossa equipe está á disposição e responderá o mais breve possível. GRUPO TRENDMINAS™ - Aqui você pode confiar.",01/06/2026 08:44,,,
473,"Manta Anti Chama Fire Blanket 1,20 X 1,80m Deckas",,,,,,"Manta Antichama Fire Blanket Fibra de Vidro 1,20m x 1,80m Manta antichama de emergência desenvolvida para o controle e extinção de princípios de incêndio por abafamento. Fabricada em fibra de vidro de alta densidade, atua como barreira térmica, interrompendo o suprimento de oxigênio do fogo de forma imediata e sem deixar resíduos químicos ou sujeira no ambiente. Aplicações Cozinhas residenciais e industriais (focos causados por óleo ou gordura). Oficinas, laboratórios e ambientes industriais. Proteção de pisos e bancadas contra fagulhas e respingos de solda. Veículos, embarcações e áreas com instalações elétricas. Proteção corporal de emergência durante evacuações. Especificações Técnicas Material: 100% Fibra de vidro (Fiberglass) Dimensões: 1,20 m x 1,80 m Resistência térmica: Suporta temperaturas de até 550 °C Certificação/Norma: Conformidade com a diretiva EN 1869:1997 Acondicionamento: Estojo protetor com furação para fixação em parede e alças de saque rápido. Instruções de Uso Puxe as alças pretas inferiores para liberar a manta do estojo. Segure a manta pelas alças, mantendo as mãos protegidas atrás do tecido. Cubra o foco do fogo completamente para cortar a alimentação de oxigênio. Desligue a fonte de calor (gás ou energia elétrica). Mantenha a manta sobre o local até o resfriamento completo da superfície.",01/06/2026 08:44,"Manta Anti Chama Fire Blanket 1,20 X 1,80 M","Manta Anti Chama Fire Blanket 1,20 X 1,80m Br100","Manta Anti Chama Fire Blanket 1,20 X 1,80m Seaflo"
